country_code,country,year,gdp_growth,gdp_per_capita_usd,inflation,unemployment,current_account_gdp,reserves_months_imports,official_exchange_rate,trade_gdp,fdi_inflows_gdp,external_debt_gni
PAK,Pakistan,2021,6.51388575852702,1455.31922370186,9.49641577285205,6.338,-3.52439577565177,3.35726367831547,162.906253747418,27.0304204125548,0.616039439073827,37.9965494190867
PAK,Pakistan,2022,4.7781068690358,1538.3228133171,19.8738599646655,5.291,-3.25858181478804,1.44062158684771,204.867187469982,33.031353478032,0.389980753542853,34.5202602197744
PAK,Pakistan,2023,-0.414935997088406,1360.32417758419,30.7681280657005,5.237,-0.308630136387276,2.50011507119078,280.356111655149,28.4676925469837,0.608281270820624,39.4498353457572
PAK,Pakistan,2024,3.08176295579301,1479.47755241191,12.6325318530452,5.492,0.124893414067427,2.84569889190225,278.580716167563,27.5653309105795,0.716885239403099,35.6282760521045
PAK,Pakistan,2025,3.69842668749033,1595.90912252837,3.54555214890893,5.42,-0.109990064562897,3.75530612751488,281.143001173202,27.1935373787664,0.454693640126553,
USA,United States,2000,4.07758575997799,36329.9702595751,3.37685727149929,3.992,-3.92088461637514,0.854272096906953,1.0,25.1029855568536,3.40578123865959,
USA,United States,2001,0.955538337599847,37133.6203973517,2.82617111885407,4.731,-3.72407526075822,0.938134144021969,1.0,22.9671830154975,1.63009976725416,
USA,United States,2002,1.70044733078285,37997.7424300242,1.58603162650601,5.783,-4.17334150234402,1.11647810305723,1.0,22.2863842136065,1.01613965201918,
USA,United States,2003,2.79560596378604,39490.3023903176,2.27009497336115,5.989,-4.55897769378821,1.19878399570069,1.0,22.6272972866813,1.0221840098809,
USA,United States,2004,3.84777169267127,41724.6411982614,2.67723669309172,5.529,-5.20485224269137,1.05559111218244,1.0,24.4480566571904,1.74869094348654,
USA,United States,2005,3.48354993710312,44123.3996470026,3.3927468454955,5.084,-5.74598267055862,0.903588941772187,1.0,25.6385573436769,1.09166231632209,
USA,United States,2006,2.78453963674239,46301.9876485519,3.22594410070404,4.623,-5.91102091022869,0.920734980795974,1.0,26.9752858058903,2.16033590475335,
USA,United States,2007,2.0038583039496,48050.227412195,2.85267248150138,4.622,-5.08872735734161,1.06599499526028,1.0,28.0120155631098,2.39469075656401,
USA,United States,2008,0.113587247501258,48570.0594269601,3.839100296651,5.784,-4.71585990444596,1.07901356702484,1.0,29.8677875257061,2.30937838146355,
USA,United States,2009,-2.5765002366652,47194.9500893872,-0.355546266299747,9.254,-2.62283632200348,1.92028077353965,1.0,24.759527635837,1.11260018343609,
USA,United States,2010,2.69519258673525,48642.6312088213,1.6400434423899,9.633,-2.87064145448882,2.00331890203891,1.0,28.2198829408336,1.75453192115262,
USA,United States,2011,1.56440685205419,50024.8812320773,3.156841568622,8.949,-2.91862065322661,1.96135892377522,1.0,30.842478575914,1.68911235141732,
USA,United States,2012,2.28911339009767,51708.3940614082,2.06933726526067,8.069,-2.57236847367136,2.04662420386995,1.0,30.681839575193,1.54020833064168,
USA,United States,2013,2.11783009443471,53297.3862901595,1.46483265562717,7.375,-2.01090797096302,1.59421468829977,1.0,29.9413062848227,1.70686814034716,
USA,United States,2014,2.52381981757846,55153.3940182967,1.62222297740817,6.168,-2.10117617206317,1.48004639876335,1.0,29.906569337428,1.43033863092168,
USA,United States,2015,2.94555045227337,56849.4697923159,0.118627135552451,5.28,-2.2325584903738,1.34985594012155,1.0,27.6882139340768,2.79548220201356,
USA,United States,2016,1.81945147909089,57976.628204291,1.26158320570536,4.869,-2.10699725119707,1.44075451131827,1.0,26.4525977865465,2.52268117379751,
USA,United States,2017,2.45762230126449,60047.7190728307,2.13011000365961,4.355,-1.87442427129943,1.48411996805483,1.0,27.1253382222874,1.94177554246862,
USA,United States,2018,2.96650506701943,62875.6661382728,2.44258329692817,3.896,-2.12518413076048,1.3600015179599,1.0,27.4453591302618,1.03945408799819,
USA,United States,2019,2.58382533052225,65227.9565911038,1.81221007526021,3.669,-2.05182158462342,1.54805985915951,1.0,26.2584806245428,1.46696501417689,
USA,United States,2020,-2.081375977796,64465.2971415748,1.23358439630629,8.055,-2.77659039897534,2.09737678529136,1.0,23.1399437509149,0.641236014628299,
USA,United States,2021,6.15202247867526,71441.2319805947,4.69785886363742,5.349,-3.61901225446136,1.97445270826071,1.0,25.2327260228331,2.01451214498067,
USA,United States,2022,2.52421385073222,78008.6895811877,8.00279982052121,3.65,-3.81177015326345,1.67967044769329,1.0,26.9078981557739,1.60006208497274,
USA,United States,2023,2.93436322440155,82586.7847707894,4.11633838374488,3.638,-3.33680827263036,1.79263382538627,1.0,24.9292981752847,1.30141768246586,
USA,United States,2024,2.79318715363841,86169.6641581917,2.94952520485207,4.022,-4.04564637199117,1.94032058064747,1.0,25.0160172978284,1.01391858895004,
USA,United States,2025,2.16138195623856,90026.5163005744,,4.198,-3.62698693844919,2.83633267220007,1.0,,1.30166689957978,
